spec,event,factor,level,odds_ratio,lo95,hi95,p
terms,prepay,score_b,560,0.7617664681313976,0.700602494324964,0.8282701769831631,1.865248317872834e-10
terms,prepay,score_b,580,0.8010821426425301,0.7362293839867952,0.8716476321356075,2.616098232753741e-07
terms,prepay,score_b,600,0.8839641107196997,0.8069936141455425,0.9682760003842413,0.007965164389198707
terms,prepay,score_b,620,0.9630725294699835,0.8775987461302809,1.0568710371448298,0.4274903318291935
terms,prepay,score_b,640,0.9808674737716232,0.921707954247972,1.0438241274462157,0.5427675253307762
terms,prepay,score_b,680,1.0226700888532239,0.9591250584119021,1.090425176010689,0.4934114576113844
terms,prepay,score_b,700,1.0063188760140758,0.9591799335891323,1.0557744639558069,0.7969200820439585
terms,prepay,score_b,720,1.0353165560790984,0.9718205655891167,1.1029611939131092,0.2824684837264979
terms,prepay,score_b,740,1.0247863788690883,0.9571827069831867,1.0971647467655987,0.4819483950179264
terms,prepay,score_b,760,1.0351395490860313,0.9801802176786256,1.0931804853394342,0.21469411634078517
terms,prepay,score_b,780,1.0918623020743863,1.0284322264047323,1.1592045212924036,0.004001017962519513
terms,prepay,score_b,800,1.1316984563362398,1.0551639191392885,1.2137842972479065,0.0005343377212551457
terms,prepay,score_b,820,1.1314234560286107,1.0484701944627808,1.2209398451308748,0.001481424340391051
terms,prepay,score_b,840,1.1174688597238258,1.0220200816104466,1.2218318161466777,0.014764753741144856
terms,prepay,score_b,860,1.10528014563666,0.97621096650955,1.2514141330603927,0.11411980969849482
terms,prepay,score_b,880,1.057971789674715,0.9078475467325994,1.2329210028445485,0.4704483280213192
terms,prepay,score_b,900,1.09827000053913,0.961212892034639,1.2548697630667576,0.16811459471988488
terms,prepay,score_b,none,1.211081985999177,1.0308414098675371,1.422837269410999,0.01983651839541994
terms,prepay,lender,americredit,0.8120841912950073,0.7265876627767264,0.9076409737415516,0.00024511970675488424
terms,prepay,lender,capone,1.0114617050231651,0.8549801225537387,1.196583117830398,0.8942734775195119
terms,prepay,lender,carmax,1.023537077852912,0.8671198461958494,1.208169959822438,0.783359678329154
terms,prepay,lender,exeter,0.8570981968853076,0.7590689115345157,0.9677873878656954,0.01283460038165124
terms,prepay,lender,honda,0.9362636051364903,0.8170989403277846,1.072807092310667,0.3430473190269574
terms,prepay,lender,toyota,1.0607088150399413,0.9013303000488887,1.2482695746968784,0.47803814655028676
terms,prepay,cohort_q,2017Q3,0.7589640854281761,0.74471109513526,0.7734898630256145,7.996095268048583e-179
